id,psd_size_at_d10_mm,psd_size_at_d20_mm,psd_size_at_d30_mm,psd_size_at_d40_mm,psd_size_at_d50_mm,psd_size_at_d60_mm,psd_size_at_d70_mm,psd_size_at_d80_mm,psd_size_at_d90_mm,psd_size_at_d95_mm,psd_size_at_d98_mm,psd_has_sedimentation,psd_passing_at_0_002mm_pct,psd_passing_at_0_063mm_pct,psd_passing_at_2mm_pct,proctor_mdd_g_cm3,proctor_owc_pct,proctor_diam_mm,grain_density_g_cm3,hyd_cond_kf_m_s,hyd_cond_hyd_gradient,atterberg_liquid_limit_pct,atterberg_plastic_limit_pct,loss_on_ignition_pct
141,0.000396,0.005114,0.010285,0.015944,0.022509,0.029697,0.040855,0.09152,0.336069,0.90643,3.174802,True,14.06,76.73,97.1,1.849,15.1,100,2.68,,,,,2.5
142,0.034447,0.138565,0.308439,0.53624,0.758226,1.043337,1.288518,1.591315,1.965268,2.911088,3.81364,False,0.0,14.15,90.83,1.962,12.42,100,2.65,,,,,
143,0.001709,0.008423,0.022946,0.058746,0.156144,0.291754,0.499731,1.08568,3.037296,5.958928,10.063803,True,10.7,40.78,86.54,1.861,13.32,100,2.65,4.42e-09,30.0,,,2.9
144,0.27091,0.36468,0.45846,0.58606,0.74057,0.89508,1.14587,1.60036,2.24068,2.651312,2.932983,False,0.0,0.0,86.62,1.774,10.75,100,2.65,,,,,
145,0.16148,0.34001,0.54232,0.7775,1.02553,1.49895,1.97237,2.90865,3.87363,4.470246,4.871464,False,0.0,0.0,70.36,1.962,10.54,150,2.65,,,,,
146,0.01165,0.014875,0.017428,0.020785,0.027836,0.042808,0.074047,0.127925,0.287489,0.631495,1.859818,True,0.0,67.01,98.13,1.709,18.58,100,2.65,,,,,
147,0.30602,0.42614,0.62154,0.93707,2.20837,4.51703,7.63678,14.13766,25.81827,34.890078,41.79909,False,0.0,0.0,48.84,2.065,4.71,150,2.68,,,,,
148,0.02112,0.126946,0.265885,0.326944,0.402025,0.494347,0.655495,0.872999,2.471119,5.085359,7.238484,True,0.0,17.68,88.7,2.091,8.54,100,2.65,2.96998e-06,1.98,,,0.5
149,0.003016,0.009466,0.029714,0.093269,0.253585,0.555689,2.346921,10.392892,20.095301,25.159531,28.791702,False,6.41,36.57,69.25,1.934,13.08,100,2.65,,,,,
150,0.005456,0.027995,0.131334,0.234919,0.33995,0.479606,0.708369,1.132927,3.79231,11.060313,21.072533,False,3.86,24.96,85.92,2.037,9.34,100,2.65,6.232e-07,30.0,,,
151,0.095744,0.239967,0.439865,0.724524,1.220763,2.270468,4.089552,6.425609,11.704898,17.51376,24.907956,True,0.79,7.3,57.87,2.026,7.95,150,2.65,,,,,
152,0.006876,0.028575,0.118751,0.335301,0.914285,3.16951,8.927653,17.233412,25.123684,30.334675,44.551203,False,1.31,25.55,56.32,2.025,9.74,150,2.65,,,,,
153,0.22067,0.418051,0.866519,2.274199,5.595488,10.185479,16.4612,23.48174,34.902261,46.891817,55.981322,False,0.0,3.76,38.81,2.199,6.65,150,2.65,,,,,
154,0.057778,0.215045,0.423592,0.704024,1.092965,1.590381,2.195085,2.788446,3.542201,3.992351,9.444253,False,0.0,10.37,66.11,2.016,9.55,100,2.65,5.1135e-07,30.0,,,1.8
155,5e-06,4e-05,0.00035,0.003084,0.027149,0.154767,0.288912,0.44727,0.931476,2.482994,5.388427,False,38.03,53.87,94.07,1.734,17.73,100,2.65,1.1e-10,30.0,,,
156,0.24303,0.40599,0.57375,0.75285,0.93196,1.41602,2.27589,5.10353,13.46081,21.861072,29.243652,False,0.0,0.0,67.28,1.941,8.91,150,2.65,,,,,
157,0.533298,0.685363,0.880787,1.41077,2.746089,5.028392,8.855861,15.990548,25.394043,32.0,48.046784,False,0.0,0.0,45.01,2.033,6.73,150,2.63,,,,,
158,0.469947,0.88898,1.800014,3.543781,5.224274,7.238031,10.637093,16.037847,22.47648,26.608441,29.443817,False,0.0,1.19,31.45,2.107,3.54,150,2.65,4.86608e-06,7.5,,,0.3
159,0.001187,0.004857,0.010005,0.015569,0.021174,0.027214,0.034724,0.055343,1.853489,10.47409,13.505744,True,13.23,80.72,90.09,1.799,16.67,100,2.67,,,27.27,15.73,
160,0.1534,0.27686,0.35159,0.42632,0.50254,0.6825,0.86245,1.23602,2.79626,4.205848,5.373029,False,0.0,0.0,85.89,1.903,8.45,100,2.65,,,,,
161,0.184749,0.346933,0.651491,1.090508,1.429613,1.874168,2.442269,3.181598,4.171824,4.84799,5.305217,False,0.0,0.0,62.4,1.886,9.14,100,2.65,,,,,
162,0.061643,0.095272,0.147247,0.227576,0.351728,0.54361,0.840171,1.587401,3.153494,4.278442,5.235551,False,0.0,10.5,83.0,2.002,9.56,100,2.72,,,,,
163,7.5e-05,0.000328,0.00143,0.006241,0.027241,0.118892,0.263254,0.464429,1.207181,3.812954,7.941638,False,32.3,55.69,92.44,1.92,12.76,100,2.66,2e-10,30.0,,,
164,0.291978,0.407386,0.591748,0.916603,2.14978,4.375613,7.513663,13.617228,24.245392,33.130071,48.718429,False,0.0,0.0,49.03,2.065,4.71,150,2.67,,,,,
165,0.00514,0.020795,0.047622,0.135887,0.206311,0.292194,0.390033,0.571086,4.594793,10.14084,13.332192,True,7.61,32.32,87.8,2.045,11.79,100,2.78,8.0692e-07,1.61,,,0.6
166,0.001594,0.007598,0.014468,0.022567,0.033085,0.053575,0.098829,0.181435,0.359476,0.62672,2.154186,True,10.92,62.64,97.76,1.872,13.91,100,2.65,2.2e-10,30.0,29.33,18.03,1.8
167,0.000373,0.001529,0.005404,0.011581,0.023108,0.046004,0.088225,0.179497,0.390852,0.699329,1.66568,True,21.9,64.8,98.38,1.748,17.15,100,2.65,6e-11,30.0,41.26,23.84,
168,0.001042,0.005304,0.00968,0.014648,0.01938,0.024827,0.031024,0.040747,0.105039,0.313931,0.855898,True,14.39,87.62,99.0,1.802,16.66,100,2.67,,,,,2.1
169,0.000363,0.000958,0.002525,0.006925,0.034107,0.100816,0.210472,0.342575,0.550214,0.860487,1.662476,True,27.6,55.08,98.48,1.727,17.86,100,2.65,,,,,
170,0.260011,0.422184,0.714917,1.475626,3.088758,5.16923,8.005917,11.586717,17.689538,26.263721,37.711074,False,0.22,4.49,43.04,2.164,7.01,150,2.7,,,,,
171,0.191444,0.297487,0.381795,0.489996,0.650701,0.866716,1.356836,2.6918,6.832697,13.265064,22.014338,False,0.0,3.9,76.37,1.955,9.18,100,2.65,0.00012485172,3.75,,,
172,0.134174,0.255832,0.402088,0.667762,1.31611,3.054622,5.669355,10.590775,19.724221,24.92615,28.684575,True,0.61,4.16,54.22,2.077,6.88,150,2.65,,,,,
173,0.08824,0.23697,0.40367,0.64381,0.98896,2.67318,8.59645,16.04356,24.02178,29.393913,33.177888,False,0.0,6.59,57.08,2.08,6.4,150,2.65,,,,,
174,0.020377,0.112585,0.258939,0.321219,0.398479,0.494321,0.683268,0.950172,1.533458,1.974862,2.987518,True,0.0,18.89,95.25,2.139,8.09,100,2.78,9.09602e-06,1.6,,,0.6
175,0.001582,0.00553,0.01288,0.024906,0.047364,0.127564,0.224216,0.382914,0.905258,3.853679,10.26011,True,11.44,52.88,93.24,1.727,16.02,100,2.65,,,33.85,19.23,5.2
176,0.186528,0.341548,0.521576,0.697998,0.934094,1.325145,1.913711,2.658549,3.673804,5.358051,7.757093,False,0.0,4.28,71.2,1.975,9.59,100,2.65,,,,,
177,0.006874,0.103134,0.258187,0.354112,0.485676,0.718191,1.113615,2.142173,5.937652,12.060812,20.654479,False,5.46,18.18,79.25,2.122,8.52,100,2.65,,,,,
178,0.12755,0.31137,0.49782,0.9318,3.00775,10.22212,17.76777,23.33526,28.90275,32.166398,34.298915,False,0.0,2.1,46.52,2.099,5.96,150,2.65,,,,,
179,0.008036,0.051716,0.16668,0.27174,0.374949,0.519536,0.745843,1.153751,2.949714,6.980696,11.590603,False,2.52,21.06,87.27,2.083,8.95,100,2.63,,,,,
180,0.13207,0.28587,0.45659,0.86739,2.29961,6.11558,11.6691,17.70114,24.85057,29.444482,32.599013,False,0.0,0.41,48.57,2.156,8.15,150,2.71,,,,,
181,0.197972,0.393107,0.603118,0.834703,1.198073,1.799898,2.427932,3.154102,4.360497,6.969632,10.803507,False,0.0,4.33,62.59,1.993,9.79,100,2.65,,,,,
182,0.27729,0.354247,0.452561,0.563735,0.690146,0.844904,1.055448,1.458066,2.030066,2.849607,3.492609,False,0.0,0.2,89.78,1.746,11.73,100,2.65,0.0001716736,3.75,,,0.2
183,0.186807,0.29049,0.451721,0.702439,1.03439,1.224916,1.450535,1.717712,2.088163,2.590814,3.658765,False,0.0,0.0,89.0,1.831,13.38,100,2.65,,,,,
184,0.154459,0.298764,0.412114,0.546485,0.682876,0.853306,1.170504,2.039046,5.475212,9.969599,16.625407,False,0.0,5.55,79.8,1.926,10.38,100,2.65,,,,,0.5
185,0.002003,0.004466,0.012412,0.042861,0.300661,0.81731,2.094107,6.185015,15.240355,22.003374,27.288649,True,9.99,41.97,69.6,1.952,9.54,150,2.66,,,,,2.5
186,0.12603,0.177413,0.249744,0.29979,0.359692,0.431564,0.545408,0.857718,2.320518,5.989251,16.74274,False,0.0,7.38,89.05,1.898,10.14,100,2.65,,,,,1.3
187,0.262019,0.337722,0.435297,0.550934,0.682174,0.844678,1.113407,1.857019,4.30695,10.805009,21.88485,False,0.0,2.95,81.45,1.841,7.45,100,2.65,,,,,
188,0.262522,0.409387,0.638414,0.995567,2.727102,5.937202,9.996557,15.12702,22.860597,29.483701,37.109211,False,0.0,4.1,46.6,1.988,6.5,150,2.65,,,,,
189,0.001347,0.008235,0.027831,0.083787,0.170144,0.290487,0.442828,0.778081,2.065997,4.843213,9.309799,True,11.93,36.55,89.8,1.957,10.55,100,2.65,2.06e-09,30.0,30.84,17.29,2.7
190,0.000324,0.000991,0.002984,0.008524,0.022478,0.09563,0.295871,0.543019,1.510473,4.310013,9.538295,True,26.28,57.46,91.62,1.71,16.59,100,2.65,3.9e-10,30.0,60.53,29.54,4.0
191,0.002881,0.011201,0.025252,0.044632,0.076896,0.127275,0.168699,0.223605,0.33375,0.423932,0.489352,True,7.83,46.16,99.86,1.841,12.8,100,2.65,,,27.94,18.18,
192,0.237326,0.309594,0.388851,0.488398,0.601537,0.739222,0.908421,1.251992,1.907113,2.709973,3.429574,False,0.0,1.31,91.13,1.684,12.66,100,2.65,,,,,
193,0.002596,0.01375,0.072833,0.190724,0.31255,0.463404,0.691903,1.074778,2.969485,6.91846,14.021063,False,8.45,29.13,87.32,2.045,9.73,100,2.63,,,,,
194,0.317978,0.512453,0.643546,0.808174,1.029417,1.608068,2.991112,7.982499,26.96365,43.313624,54.231815,False,0.0,1.66,64.89,1.925,7.68,150,2.65,,,,,
195,0.13418,0.29888,0.49767,0.95465,1.96202,3.75411,8.05601,13.86693,22.65907,28.964962,33.562282,False,0.0,0.56,50.3,2.142,8.54,100,2.7,,,,,
196,0.100777,0.212256,0.341667,0.52661,0.955715,2.339938,4.493148,7.795487,16.941993,26.677379,40.106383,True,0.0,5.9,57.69,2.057,7.9,100,2.65,,,,,
197,0.090191,0.126268,0.176777,0.247489,0.346487,0.485085,0.679124,0.950781,1.847298,2.754418,5.257618,False,0.0,0.0,91.1,1.85,8.2,150,2.65,,,,,
198,0.176777,0.303513,0.407383,0.559104,0.807431,1.353154,3.230437,9.337932,19.88279,28.101395,40.809084,False,0.0,3.91,65.4,2.059,9.02,150,2.65,,,,,
199,0.00039,0.001069,0.002937,0.00753,0.014572,0.031049,0.105558,0.312777,0.629716,1.34152,5.694682,True,26.2,65.97,96.4,1.711,19.03,100,2.65,8e-11,30.0,,,
200,0.001073,0.004276,0.010616,0.020019,0.035239,0.065721,0.141798,0.272109,0.42022,0.604253,1.358071,True,14.56,59.46,98.43,1.882,14.07,100,2.65,7e-11,30.0,32.3,17.37,2.8
