id,psd_size_at_d10_mm,psd_size_at_d20_mm,psd_size_at_d30_mm,psd_size_at_d40_mm,psd_size_at_d50_mm,psd_size_at_d60_mm,psd_size_at_d70_mm,psd_size_at_d80_mm,psd_size_at_d90_mm,psd_size_at_d95_mm,psd_size_at_d98_mm,psd_has_sedimentation,psd_passing_at_0_002mm_pct,psd_passing_at_0_063mm_pct,psd_passing_at_2mm_pct,proctor_mdd_g_cm3,proctor_owc_pct,proctor_diam_mm,grain_density_g_cm3,hyd_cond_kf_m_s,hyd_cond_hyd_gradient,atterberg_liquid_limit_pct,atterberg_plastic_limit_pct,loss_on_ignition_pct,clay_pct,silt_pct,sand_pct,gravel_pct,dominant_soil_type
176,0.186528,0.341548,0.521576,0.697998,0.934094,1.325145,1.913711,2.658549,3.673804,5.358051,7.757093,False,0.0,4.28,71.2,1.975,9.59,100,2.65,,,,,,0.0,4.28,66.92,28.799999999999997,Sand
177,0.006874,0.103134,0.258187,0.354112,0.485676,0.718191,1.113615,2.142173,5.937652,12.060812,20.654479,False,5.46,18.18,79.25,2.122,8.52,100,2.65,,,,,,5.46,12.719999999999999,61.07,20.75,Sand
179,0.008036,0.051716,0.16668,0.27174,0.374949,0.519536,0.745843,1.153751,2.949714,6.980696,11.590603,False,2.52,21.06,87.27,2.083,8.95,100,2.63,,,,,,2.52,18.54,66.21,12.730000000000004,Sand
181,0.197972,0.393107,0.603118,0.834703,1.198073,1.799898,2.427932,3.154102,4.360497,6.969632,10.803507,False,0.0,4.33,62.59,1.993,9.79,100,2.65,,,,,,0.0,4.33,58.260000000000005,37.41,Sand
182,0.27729,0.354247,0.452561,0.563735,0.690146,0.844904,1.055448,1.458066,2.030066,2.849607,3.492609,False,0.0,0.2,89.78,1.746,11.73,100,2.65,0.0001716736,3.75,,,0.2,0.0,0.2,89.58,10.219999999999999,Sand
183,0.186807,0.29049,0.451721,0.702439,1.03439,1.224916,1.450535,1.717712,2.088163,2.590814,3.658765,False,0.0,0.0,89.0,1.831,13.38,100,2.65,,,,,,0.0,0.0,89.0,11.0,Sand
184,0.154459,0.298764,0.412114,0.546485,0.682876,0.853306,1.170504,2.039046,5.475212,9.969599,16.625407,False,0.0,5.55,79.8,1.926,10.38,100,2.65,,,,,0.5,0.0,5.55,74.25,20.200000000000003,Sand
186,0.12603,0.177413,0.249744,0.29979,0.359692,0.431564,0.545408,0.857718,2.320518,5.989251,16.74274,False,0.0,7.38,89.05,1.898,10.14,100,2.65,,,,,1.3,0.0,7.38,81.67,10.950000000000003,Sand
187,0.262019,0.337722,0.435297,0.550934,0.682174,0.844678,1.113407,1.857019,4.30695,10.805009,21.88485,False,0.0,2.95,81.45,1.841,7.45,100,2.65,,,,,,0.0,2.95,78.5,18.549999999999997,Sand
189,0.001347,0.008235,0.027831,0.083787,0.170144,0.290487,0.442828,0.778081,2.065997,4.843213,9.309799,True,11.93,36.55,89.8,1.957,10.55,100,2.65,2.06e-09,30.0,30.84,17.29,2.7,11.93,24.619999999999997,53.25,10.200000000000003,Sand
190,0.000324,0.000991,0.002984,0.008524,0.022478,0.09563,0.295871,0.543019,1.510473,4.310013,9.538295,True,26.28,57.46,91.62,1.71,16.59,100,2.65,3.9e-10,30.0,60.53,29.54,4.0,26.28,31.18,34.160000000000004,8.379999999999995,Sand
191,0.002881,0.011201,0.025252,0.044632,0.076896,0.127275,0.168699,0.223605,0.33375,0.423932,0.489352,True,7.83,46.16,99.86,1.841,12.8,100,2.65,,,27.94,18.18,,7.83,38.33,53.7,0.14000000000000057,Sand
192,0.237326,0.309594,0.388851,0.488398,0.601537,0.739222,0.908421,1.251992,1.907113,2.709973,3.429574,False,0.0,1.31,91.13,1.684,12.66,100,2.65,,,,,,0.0,1.31,89.82,8.870000000000005,Sand
193,0.002596,0.01375,0.072833,0.190724,0.31255,0.463404,0.691903,1.074778,2.969485,6.91846,14.021063,False,8.45,29.13,87.32,2.045,9.73,100,2.63,,,,,,8.45,20.68,58.19,12.680000000000007,Sand
194,0.317978,0.512453,0.643546,0.808174,1.029417,1.608068,2.991112,7.982499,26.96365,43.313624,54.231815,False,0.0,1.66,64.89,1.925,7.68,150,2.65,,,,,,0.0,1.66,63.230000000000004,35.11,Sand
195,0.13418,0.29888,0.49767,0.95465,1.96202,3.75411,8.05601,13.86693,22.65907,28.964962,33.562282,False,0.0,0.56,50.3,2.142,8.54,100,2.7,,,,,,0.0,0.56,49.739999999999995,49.7,Sand
196,0.100777,0.212256,0.341667,0.52661,0.955715,2.339938,4.493148,7.795487,16.941993,26.677379,40.106383,True,0.0,5.9,57.69,2.057,7.9,100,2.65,,,,,,0.0,5.9,51.79,42.31,Sand
197,0.090191,0.126268,0.176777,0.247489,0.346487,0.485085,0.679124,0.950781,1.847298,2.754418,5.257618,False,0.0,0.0,91.1,1.85,8.2,150,2.65,,,,,,0.0,0.0,91.1,8.900000000000006,Sand
198,0.176777,0.303513,0.407383,0.559104,0.807431,1.353154,3.230437,9.337932,19.88279,28.101395,40.809084,False,0.0,3.91,65.4,2.059,9.02,150,2.65,,,,,,0.0,3.91,61.49000000000001,34.599999999999994,Sand
